last_payment_amnt,total_received_principal,term_ordinal,total_payment_investors,total_payment,term_since_last_pay_mth,purpose_small_business,inquiries_last_6mths,interest_rate,purpose_credit_card,funded_amount,installment,loan_amount,funded_amount_investors,interest_rate,revolving_utillization,purpose_small_business,debt_to_income_ratio,verification_status_Verified,purpose_major_purchase,repay_fail
1884.21,6000.0,0,6191.01,6191.010607,11.0,0,0.0,5.42,0,6000.0,180.96,6000.0,6000.0,5.42,0.056,0,11.79,1,0,0
55.36,805.64,1,1469.14,1469.14,26.0,1,0.0,13.61,0,2400.0,55.36,2400.0,2400.0,13.61,0.727,1,23.75,1,0,1
8017.8550000000005,25000.0,0,24731.76,25951.4824,4.0,0,1.0,11.83,0,25000.0,821.53,25000.0,23825.0,11.83,0.011,0,5.18,0,0,0
59.66,24999.99,0,30464.34,31270.21371,33.0,1,3.0,15.31,0,25000.0,821.53,25000.0,24404.14115,15.31,0.163,1,2.69,0,0,0
1801.73,6000.0,0,6511.99,6511.986657,27.0,0,2.0,5.79,0,6000.0,181.97,6000.0,6000.0,5.79,0.592,0,10.15,0,0,0
6656.62,10000.0,0,4561.27,11403.17933,15.0,0,2.0,13.47,0,10000.0,339.23,10000.0,4000.0,13.47,0.575,0,20.83,1,0,0
404.87,6000.0,0,6893.63,6893.628065,27.0,0,1.0,11.71,0,6000.0,198.46,6000.0,6000.0,11.71,0.794,0,7.56,0,0,0
142.66,4000.0,0,4356.06,4646.467722,36.0,0,0.0,10.0,0,4000.0,129.07,4000.0,3750.0,10.0,0.498,0,21.83,1,0,0
79.17,217.94,0,412.16,412.16,4.0,1,3.0,12.99,0,2350.0,79.17,2350.0,2350.0,12.99,0.036,1,22.5,0,0,1
2037.77,5000.0,0,5817.62,5817.622995,25.0,0,1.0,11.49,0,5000.0,164.86,5000.0,5000.0,11.49,0.741,0,16.1,0,0,0
1387.18,2000.0,0,1595.13,2126.807796,14.0,0,1.0,6.91,1,2000.0,61.68,2000.0,1500.0,6.91,0.38,0,16.54,0,0,0
8017.8550000000005,14800.0,0,3430.86,14933.78,1.0,0,2.0,10.83,0,14800.0,483.35,14800.0,3400.0,10.83,0.122,0,5.52,0,1,0
248.82,7000.0,0,8433.48,8433.484962,36.0,0,0.0,12.53,0,7000.0,234.27,7000.0,7000.0,12.53,0.841,0,21.23,0,0,0
1002.77,3000.0,0,3752.46,3752.4551,27.0,0,1.0,16.32,0,3000.0,105.95,3000.0,3000.0,16.32,0.99,0,14.75,1,0,0
8017.8550000000005,25000.01,1,30777.455,32150.9887785,29.0,0,1.0,18.17,0,25000.0,637.15,25000.0,24800.43738,18.17,0.913,0,10.37,1,0,0
171.47,4999.99,0,6078.53,6078.525024,37.0,0,2.0,13.16,0,5000.0,168.86,5000.0,5000.0,13.16,0.834,0,23.26,1,0,0
8017.8550000000005,22600.0,1,24018.86,24314.72377,8.0,0,0.0,13.49,0,22600.0,519.91,22600.0,22325.0,13.49,0.532,0,8.17,1,0,0
4752.07,7000.0,0,7293.04,7676.875117,15.0,0,0.0,9.88,0,7000.0,225.48,7000.0,6650.0,9.88,0.494,0,4.49,0,1,0
339.8,9000.0,0,10741.0,10740.99757,37.0,0,0.0,11.86,0,9000.0,298.33,9000.0,9000.0,11.86,0.319,0,7.09,1,0,0
56.96,20000.0,0,24745.96,24807.97677,36.0,0,0.0,14.59,1,20000.0,689.3,20000.0,19950.0,14.59,0.704,0,21.4,0,0,0
5497.03,7800.0,1,8055.79,8518.006534,21.0,0,0.0,6.17,0,7800.0,151.42,12500.0,7445.687387,6.17,0.251,0,11.12,0,0,0
379.36,12000.0,0,13029.04,13029.04126,37.0,0,0.0,5.42,0,12000.0,361.92,12000.0,12000.0,5.42,0.248,0,1.26,1,0,0
101.69,7200.0,1,9849.24,9849.23999,49.0,0,2.0,15.28,0,7200.0,172.35,7200.0,7200.0,15.28,0.683,0,17.49,1,0,0
80.57,304.19,0,528.43,528.43,6.0,0,1.0,9.91,0,2500.0,80.57,2500.0,2500.0,9.91,0.682,0,15.82,1,0,1
8017.8550000000005,20000.0,0,23990.89,24007.08371,25.0,0,2.0,13.85,0,20000.0,682.08,20000.0,19988.13126,13.85,0.289,0,8.16,1,0,0
139.92,4200.0,0,4642.37,4642.374867,37.0,0,0.0,6.62,0,4200.0,128.96,4200.0,4200.0,6.62,0.592,0,15.84,1,0,0
42.56,2976.84,1,5992.23,6009.99,29.0,0,5.0,18.3,0,8400.0,214.68,8400.0,8375.0,18.3,0.38,0,12.78,1,0,1
8.82,9600.0,0,10753.79,10958.59847,38.0,0,2.0,8.59,0,9600.0,303.46,9600.0,9428.945732,8.59,0.155,0,8.43,0,0,0
7444.22,15000.0,0,18476.48,19057.35045,22.0,1,5.0,19.47,0,15000.0,553.45,15000.0,14625.33146,19.47,0.212,1,4.6,1,0,0
1727.39,2400.0,0,2702.77,2702.769451,14.0,0,5.0,13.57,0,2400.0,81.53,2400.0,2400.0,13.57,0.451,0,11.43,0,0,0
285.96,8000.0,0,9770.55,9770.55019,37.0,0,1.0,13.22,0,8000.0,270.41,8000.0,8000.0,13.22,0.843,0,9.02,0,0,0
5891.09,6000.0,1,6142.69,6142.688624,3.0,0,1.0,9.63,0,6000.0,126.4,6000.0,6000.0,9.63,0.174,0,6.4,0,0,0
139.57,4000.0,0,4747.83,4747.826411,36.0,0,0.0,11.49,0,4000.0,131.89,4000.0,4000.0,11.49,0.767,0,9.76,0,0,0
1084.5,17000.0,0,19018.82,19140.75447,35.0,0,1.0,7.88,0,17000.0,531.78,17000.0,16896.22476,7.88,0.244,0,7.52,1,0,0
343.48,2355.06,0,4977.46,5131.65,10.0,0,1.0,14.35,0,10000.0,343.48,10000.0,9700.0,14.35,0.893,0,20.63,0,0,1
8017.8550000000005,19500.0,0,21165.75,21440.63001,21.0,0,0.0,7.9,0,19500.0,610.16,19500.0,19250.0,7.9,0.662,0,13.78,1,0,0
6032.01,15200.0,1,17898.35,19035.82261,41.0,0,1.0,10.36,0,15200.0,325.66,24250.0,14492.27929,10.36,0.515,0,13.0,1,0,0
504.98,14400.0,0,17087.7,17389.60676,37.0,0,0.0,12.69,0,14400.0,483.05,14400.0,14150.0,12.69,0.889,0,12.74,0,0,0
288.14,8000.0,0,9736.77,9736.773329,36.0,0,0.0,13.23,0,8000.0,270.44,8000.0,8000.0,13.23,0.794,0,19.88,0,0,0
257.0,634.12,1,2691.0,2691.0,12.0,0,0.0,18.64,1,10000.0,257.43,10000.0,10000.0,18.64,0.722,0,12.75,1,0,1
88.42,2400.0,0,2963.97,2963.966384,37.0,0,0.0,14.26,0,2400.0,82.34,2400.0,2400.0,14.26,0.626,0,21.05,0,0,0
366.8,16000.0,1,22054.62,22054.61836,61.0,0,1.0,13.43,0,16000.0,367.59,16000.0,16000.0,13.43,0.001,0,13.44,0,0,0
8017.8550000000005,20000.0,0,23895.36,24047.20292,17.0,0,2.0,18.3,0,20000.0,726.07,20000.0,19907.09724,18.3,0.675,0,22.1,1,0,0
505.42,15000.0,0,16794.85,16794.85415,37.0,0,0.0,7.49,0,15000.0,466.53,15000.0,15000.0,7.49,0.002,0,1.07,1,0,0
27.84,3000.0,0,3219.54,3219.539085,17.0,0,0.0,7.49,1,3000.0,93.31,3000.0,3000.0,7.49,0.476,0,12.85,1,0,0
2179.83,9600.0,0,11439.64,11610.03461,32.0,0,0.0,12.53,0,9600.0,321.28,9600.0,9464.132182,12.53,0.819,0,16.72,0,0,0
81.94,8500.0,0,9917.23,9961.440746,34.0,0,3.0,11.89,0,8500.0,281.9,8500.0,8463.149115,11.89,0.112,0,18.06,0,0,0
2596.21,7000.0,0,8002.48,8002.484659,26.0,0,2.0,9.91,0,7000.0,225.58,7000.0,7000.0,9.91,0.841,0,19.42,0,0,0
4816.85,20550.0,1,27185.65,27218.75796,23.0,0,0.0,19.79,0,20550.0,542.06,29550.0,20525.0,19.79,0.487,0,23.69,1,0,0
6305.86,12000.0,0,12877.02,12877.01996,20.0,0,0.0,6.03,1,12000.0,365.23,12000.0,12000.0,6.03,0.364,0,16.06,1,0,0
4200.89,5000.0,0,5351.04,5351.03704,8.0,0,1.0,11.49,0,5000.0,164.86,5000.0,5000.0,11.49,0.921,0,6.62,0,0,0
186.39,1858.74,1,3818.84,3881.01,19.0,0,5.0,15.2,0,7800.0,186.39,7800.0,7675.0,15.2,0.253,0,12.65,1,0,1
557.26,11277.12,0,14909.09,15315.94,27.0,0,0.0,15.33,0,16000.0,557.26,16000.0,15575.0,15.33,0.804,0,15.31,1,0,1
352.48,11631.87,1,16919.04,16919.04,49.0,0,1.0,12.69,0,15600.0,352.48,15600.0,15600.0,12.69,0.357,0,5.78,1,0,1
1552.7,15725.0,0,18616.87,18616.86924,34.0,0,0.0,11.36,0,15725.0,517.51,25000.0,15725.0,11.36,0.688,0,17.5,0,0,0
4604.28,15000.0,0,19137.66,19137.6572,29.0,0,0.0,17.58,0,15000.0,539.14,15000.0,15000.0,17.58,0.837,0,4.38,1,0,0
569.4,15000.0,0,18971.03,18984.95347,36.0,0,1.0,16.0,0,15000.0,527.36,15000.0,14990.44031,16.0,0.511,0,5.72,1,0,0
5971.51,12000.0,0,14010.27,14010.27472,22.0,0,1.0,12.69,0,12000.0,402.54,12000.0,12000.0,12.69,0.555,0,22.2,0,0,0
174.75,5375.0,0,6144.21,6144.213468,36.0,0,0.0,8.9,0,5375.0,170.68,5375.0,5375.0,8.9,0.838,0,19.89,1,0,0
26.95,4236.99,1,7876.69,7876.69,28.0,0,1.0,15.99,0,12000.0,291.76,12000.0,12000.0,15.99,0.872,0,20.23,1,0,1
285.15,8975.0,0,9920.33,9920.332354,37.0,0,0.0,6.62,0,8975.0,275.57,8975.0,8975.0,6.62,0.669,0,29.61,1,0,0
147.05,4200.0,0,4825.96,4825.963733,37.0,0,0.0,9.25,0,4200.0,134.05,4200.0,4200.0,9.25,0.71,0,15.83,0,0,0
608.3,2570.22,0,4133.32,4133.32,14.0,0,5.0,16.32,0,8400.0,296.65,8400.0,8400.0,16.32,0.926,0,7.03,1,0,1
237.85,6800.0,0,8274.62,8274.618969,37.0,0,0.0,13.22,0,6800.0,229.85,6800.0,6800.0,13.22,0.958,0,10.59,0,0,0
251.94,5606.05,0,9961.65,10023.01,17.0,0,0.0,16.0,0,24250.0,821.53,24250.0,24119.26373,16.0,0.207,0,18.08,1,0,1
884.34,8400.0,0,10269.04,10269.04077,34.0,0,1.0,13.61,0,8400.0,285.51,8400.0,8400.0,13.61,0.593,0,22.19,0,0,0
492.19,6000.0,0,7551.5,7551.498651,38.0,0,0.0,14.84,1,6000.0,207.53,6000.0,6000.0,14.84,0.755,0,17.33,0,0,0
157.11,7999.99,0,9472.32,9472.317327,36.0,0,0.0,11.49,0,8000.0,263.78,8000.0,8000.0,11.49,0.096,0,1.67,0,0,0
61.99,8097.93,1,14326.89,14344.65,31.0,0,1.0,15.23,0,20000.0,478.22,20000.0,19975.0,15.23,0.761,0,21.14,1,0,1
1296.25,10375.0,1,12559.17,12868.57001,55.0,0,2.0,8.88,0,10375.0,214.77,16500.0,10167.13232,8.88,0.685,0,13.49,0,0,0
516.67,15000.0,0,16030.99,17488.21823,36.0,0,0.0,10.25,0,15000.0,485.78,15000.0,13878.56,10.25,0.548,0,14.44,0,0,0
375.72,11500.0,0,12810.4,12810.39866,37.0,0,1.0,7.14,0,11500.0,355.83,11500.0,11500.0,7.14,0.142,0,20.44,1,0,0
36.35,6000.0,0,6575.36,6602.868861,34.0,0,0.0,6.99,0,6000.0,185.24,6000.0,5975.0,6.99,0.039,0,27.67,1,0,0
2463.07,20000.0,0,21482.28,22061.39249,33.0,0,1.0,6.54,0,20000.0,613.35,20000.0,19475.0,6.54,0.368,0,3.81,1,0,0
3643.12,6500.0,0,7072.48,7072.479299,19.0,0,1.0,7.51,0,6500.0,202.23,6500.0,6500.0,7.51,0.362,0,9.67,0,0,0
8017.8550000000005,13200.0,1,16231.45,16657.68788,25.0,0,1.0,14.79,0,13200.0,312.58,13200.0,12981.16656,14.79,0.658,0,22.03,1,0,0
319.69,12000.0,1,18111.24,18111.23999,61.0,0,1.0,17.56,1,12000.0,301.86,12000.0,12000.0,17.56,0.493,0,5.38,0,0,0
79.27,4000.0,1,4785.11,4785.111459,60.0,0,0.0,7.29,0,4000.0,79.76,4000.0,4000.0,7.29,0.092,0,25.38,1,0,0
8017.8550000000005,20000.0,0,20124.85,20379.5989,3.0,0,2.0,11.48,0,20000.0,659.37,20000.0,19750.0,11.48,0.033,0,0.22,0,0,0
2803.57,8000.0,0,9378.45,9407.851052,27.0,0,1.0,11.86,1,8000.0,265.18,8000.0,7975.0,11.86,0.812,0,8.13,0,0,0
855.23,26008.03,0,30660.74,30660.73717,37.0,1,0.0,5.99,0,28000.0,821.53,28000.0,27575.0,5.99,0.065,1,2.83,1,0,0
8017.8550000000005,25000.0,0,10951.09,25702.39,2.0,1,5.0,16.95,0,25000.0,821.53,25000.0,10650.0,16.95,0.171,1,4.33,1,0,0
136.54,4000.0,0,4709.82,4739.438239,36.0,0,0.0,11.36,0,4000.0,131.65,4000.0,3975.0,11.36,0.481,0,16.13,0,0,0
1070.67,4000.0,0,4901.96,4901.963537,30.0,0,1.0,14.35,0,4000.0,137.4,4000.0,4000.0,14.35,0.044,0,11.12,0,0,0
8017.8550000000005,20000.0,1,23911.29,24244.64368,15.0,0,0.0,18.39,0,20000.0,512.13,20000.0,19725.0,18.39,0.92,0,23.56,1,0,0
118.68,10000.0,0,10843.99,11179.36934,21.0,0,0.0,9.32,0,10000.0,319.47,10000.0,9700.0,9.32,0.206,0,22.18,0,0,0
779.14,3000.0,0,3516.97,3516.97089,30.0,1,0.0,11.11,0,3000.0,98.38,3000.0,3000.0,11.11,0.426,1,18.29,0,0,0
920.14,4750.0,0,5441.22,5499.109729,32.0,0,0.0,10.0,0,4750.0,153.27,4750.0,4700.0,10.0,0.752,0,14.74,1,0,0
34.67,1000.0,0,1149.06,1149.059937,36.0,0,0.0,9.25,0,1000.0,31.92,1000.0,1000.0,9.25,0.204,0,15.44,1,0,0
229.16,8000.0,0,8857.8,8857.804739,32.0,0,2.0,8.0,1,8000.0,250.69,8000.0,8000.0,8.0,0.13,0,13.51,1,0,0
4001.11,6500.0,0,7026.5,7026.496352,16.0,0,1.0,7.51,0,6500.0,202.23,6500.0,6500.0,7.51,0.245,0,22.59,1,0,0
106.51,3000.0,0,3565.39,3565.386747,36.0,0,5.0,11.58,1,3000.0,99.05,3000.0,3000.0,11.58,0.115,0,7.55,0,0,0
3230.69,6625.0,0,7468.98,7525.775342,22.0,0,0.0,10.38,0,6625.0,214.96,6625.0,6575.0,10.38,0.659,0,6.19,1,0,0
1030.66,15000.0,0,17561.94,17561.93927,37.0,0,0.0,10.37,0,15000.0,486.62,15000.0,15000.0,10.37,0.38,0,10.17,0,0,0
1872.65,8975.0,0,11302.31,11302.31405,31.0,0,0.0,16.02,0,8975.0,315.63,8975.0,8975.0,16.02,0.977,0,22.98,1,0,0
517.76,16425.0,0,18192.12,18501.89327,37.0,0,0.0,7.9,0,16425.0,513.95,16425.0,16150.0,7.9,0.72,0,20.81,1,0,0
593.14,5000.0,0,5510.66,5510.661288,25.0,0,0.0,7.66,0,5000.0,155.9,5000.0,5000.0,7.66,0.49,0,19.58,1,0,0
21.52,12000.0,0,12906.55,14416.01075,38.0,0,2.0,12.21,0,12000.0,399.78,12000.0,10816.54542,12.21,0.614,0,17.32,0,0,0
289.37,7600.0,0,9373.59,9373.588257,37.0,0,1.0,14.17,0,7600.0,260.38,7600.0,7600.0,14.17,0.732,0,23.66,1,0,0
526.58,15449.92,0,12966.61,18474.45,36.0,0,0.0,11.36,1,16000.0,526.58,16000.0,11043.78787,11.36,0.623,0,8.83,0,0,1
484.25,15000.0,0,2179.06,17333.13847,36.0,1,3.0,9.64,0,15000.0,481.48,15000.0,1950.83,9.64,0.859,1,4.05,0,0,0
72.42,323.55,0,52.38,520.03,7.0,0,1.0,10.59,0,2225.0,72.42,2225.0,225.0,10.59,0.62,0,8.14,0,0,1
221.52,597.09,0,987.63,1033.18,2.0,0,3.0,10.62,0,25000.0,814.0,25000.0,23143.55,10.62,0.395,0,16.17,1,0,1
8017.8550000000005,19000.0,1,20549.01,20603.22722,11.0,0,0.0,10.75,0,19000.0,410.75,19000.0,18950.0,10.75,0.185,0,22.03,1,0,0
4712.4,6700.0,0,7684.43,7763.455283,15.0,0,5.0,16.0,0,6700.0,235.56,6700.0,6636.908332,16.0,0.332,0,21.53,1,0,0
654.05,20000.0,0,22242.31,22523.85985,37.0,0,1.0,7.88,1,20000.0,625.63,20000.0,19750.0,7.88,0.341,0,12.99,1,0,0
443.35,17000.0,1,26583.1,26622.24896,60.0,0,1.0,19.29,0,17000.0,443.71,17000.0,16975.0,19.29,0.811,0,11.43,1,0,0
5135.1,10000.0,0,9761.33,11219.91458,20.0,0,0.0,9.63,0,10000.0,320.95,10000.0,8700.0,9.63,0.11,0,4.08,1,1,0
344.2,2508.54,0,3094.2,3094.2,9.0,0,0.0,7.9,1,11000.0,344.2,11000.0,11000.0,7.9,0.777,0,4.74,0,0,1
8017.8550000000005,25000.0,0,25118.24,25657.01069,3.0,0,0.0,10.74,0,25000.0,815.4,25000.0,24475.0,10.74,0.266,0,12.4,1,0,0
129.74,3600.0,0,4405.0,4405.004737,37.0,0,0.0,13.61,0,3600.0,122.36,3600.0,3600.0,13.61,0.292,0,4.84,1,0,0
712.31,20000.0,0,24927.27,24927.27397,36.0,0,1.0,14.91,0,20000.0,692.43,20000.0,20000.0,14.91,0.548,0,19.43,1,0,0
46.37,6696.67,1,14055.9,14097.34,31.0,0,1.0,16.77,1,17000.0,420.4,25000.0,16950.0,16.77,0.709,0,12.62,1,0,1
514.26,2000.0,0,2373.43,2373.425866,29.0,0,0.0,11.99,0,2000.0,66.42,2000.0,2000.0,11.99,0.959,0,19.91,1,0,0
379.41,11425.0,0,13225.07,13254.07,37.0,0,3.0,9.91,0,11425.0,368.18,11425.0,11400.0,9.91,0.699,0,19.47,0,0,0
347.35,9500.0,0,11304.64,11479.74172,37.0,0,1.0,12.73,0,9500.0,318.86,9500.0,9374.360555,12.73,0.833,0,19.6,0,0,0
5566.41,7500.0,0,7824.2,7824.199804,11.0,0,0.0,5.42,0,7500.0,226.2,7500.0,7500.0,5.42,0.168,0,5.54,1,0,0
328.32,12000.0,1,17470.66,17823.93853,60.0,0,1.0,16.82,0,12000.0,297.08,12000.0,11816.36266,16.82,0.405,0,19.78,1,0,0
196.3,6000.0,0,6955.23,6955.230255,26.0,0,1.0,11.86,0,6000.0,198.89,6000.0,6000.0,11.86,0.702,0,9.01,0,0,0
8017.8550000000005,15000.0,1,20711.38,20815.45577,31.0,0,1.0,18.3,0,15000.0,383.36,15000.0,14925.0,18.3,0.0,0,4.33,1,0,0
5173.39,10000.0,0,11325.43,11353.8122,20.0,0,0.0,10.65,1,10000.0,325.74,10000.0,9975.0,10.65,0.693,0,13.47,0,0,0
8017.8550000000005,24000.0,1,29017.96,29385.28084,23.0,0,0.0,13.61,0,24000.0,553.6,24000.0,23700.0,13.61,0.501,0,11.35,1,0,0
4611.79,5400.0,0,5612.39,5612.393549,8.0,0,0.0,7.29,0,5400.0,167.46,5400.0,5400.0,7.29,0.895,0,23.89,1,0,0
1311.05,18000.0,1,18872.47,18872.46575,10.0,0,3.0,12.98,0,18000.0,409.38,18000.0,18000.0,12.98,0.0,0,0.29,1,0,0
1633.41,26008.03,1,30777.455,32150.9887785,60.0,0,1.0,14.17,0,29812.5,817.48,29550.0,27575.0,14.17,0.321,0,2.49,1,0,0
277.16,2500.0,0,2920.04,2920.036499,37.0,0,0.0,9.62,0,2500.0,80.23,2500.0,2500.0,9.62,0.711,0,19.49,1,0,0
177.81,327.09,0,743.4,743.4,4.0,0,5.0,16.82,0,5000.0,177.81,5000.0,5000.0,16.82,0.672,0,14.84,0,0,1
192.19,5000.0,0,6102.24,6102.236643,37.0,0,1.0,13.43,0,5000.0,169.51,5000.0,5000.0,13.43,0.887,0,23.45,1,0,0
4054.3,10000.0,0,11542.36,11600.36359,24.0,0,0.0,11.26,0,10000.0,328.64,10000.0,9950.0,11.26,0.281,0,12.16,1,0,0
404.57,10800.0,0,2316.14,12202.10933,37.0,1,1.0,7.75,0,10800.0,337.19,10800.0,2050.0,7.75,0.18,1,10.1,0,0,0
268.72,8500.0,0,9228.9,9228.904229,37.0,0,0.0,5.42,0,8500.0,256.36,8500.0,8500.0,5.42,0.354,0,4.36,0,0,0
706.62,1000.0,0,1092.2,1092.197288,14.0,0,0.0,9.99,0,1000.0,32.27,1000.0,1000.0,9.99,0.058,0,22.02,0,0,0
3931.83,12000.0,0,14672.3,14672.29851,27.0,0,0.0,14.59,0,12000.0,413.58,12000.0,12000.0,14.59,0.546,0,16.53,0,0,0
6485.9,12000.0,1,15459.82,15459.81582,34.0,0,0.0,13.06,1,12000.0,273.41,12000.0,12000.0,13.06,0.876,0,11.81,1,0,0
202.81,1587.81,0,2399.57,2429.07,11.0,0,1.0,13.22,0,6000.0,202.81,6000.0,5943.417085,13.22,0.809,0,15.36,0,0,1
137.6,4000.0,0,1231.96,4807.629375,36.0,0,3.0,12.36,0,4000.0,133.55,4000.0,1025.0,12.36,0.284,0,9.48,0,0,0
1248.49,6000.0,1,8548.96,8548.960004,52.0,0,1.0,15.21,0,6000.0,143.41,6000.0,6000.0,15.21,0.598,0,22.88,1,0,0
6008.71,7200.0,0,7622.85,7622.849637,9.0,0,0.0,9.63,0,7200.0,231.08,7200.0,7200.0,9.63,0.0,0,3.61,1,0,0
247.44,7000.0,0,7698.33,7753.71265,37.0,0,0.0,6.76,0,7000.0,215.38,7000.0,6950.0,6.76,0.145,0,15.31,1,0,0
131.15,5000.0,1,7233.81,7606.494122,61.0,0,0.0,17.93,0,5000.0,126.78,5000.0,4831.138851,17.93,0.186,0,3.31,1,0,0
323.53,9623.34,1,14504.86,14751.07,42.0,0,0.0,10.65,0,15000.0,323.53,15000.0,14750.0,10.65,0.223,0,14.1,0,0,1
372.25,11200.0,0,12503.14,12503.13726,36.0,0,0.0,7.29,1,11200.0,347.32,11200.0,11200.0,7.29,0.451,0,18.88,1,0,0
105.89,3000.0,0,3759.43,3759.432636,36.0,1,1.0,15.28,0,3000.0,104.41,3000.0,3000.0,15.28,0.917,1,0.46,1,0,0
8017.8550000000005,12000.0,1,15112.99,15112.98879,25.0,0,1.0,14.65,1,12000.0,283.28,12000.0,12000.0,14.65,0.418,0,21.42,1,0,0
8017.8550000000005,13125.0,0,14102.11,14129.01933,16.0,0,0.0,7.49,0,13125.0,408.21,17950.0,13100.0,7.49,0.474,0,14.6,1,0,0
413.27,1000.0,0,1181.86,1181.860318,20.0,0,1.0,14.26,0,1000.0,34.31,1000.0,1000.0,14.26,0.866,0,13.54,0,0,0
266.97,8300.0,0,9347.08,9347.08241,37.0,0,1.0,7.88,0,8300.0,259.64,8300.0,8300.0,7.88,0.671,0,24.8,0,0,0
7582.57,12000.0,0,13530.99,13530.99197,17.0,0,0.0,11.71,0,12000.0,396.92,12000.0,12000.0,11.71,0.048,0,5.33,1,0,0
224.5,6300.0,0,6878.13,6878.133533,37.0,0,0.0,5.79,0,6300.0,191.06,6300.0,6300.0,5.79,0.228,0,24.33,0,0,0
2551.17,3000.0,0,3097.96,3097.962401,8.0,0,0.0,6.03,1,3000.0,91.31,3000.0,3000.0,6.03,0.134,0,3.81,1,0,0
392.68,10800.0,0,6186.34,13357.77972,32.0,0,0.0,14.42,0,10800.0,371.34,10800.0,5382.939627,14.42,0.155,0,6.78,1,0,0
8017.8550000000005,20000.0,0,22639.64,22926.21385,20.0,0,0.0,11.48,0,20000.0,659.37,20000.0,19750.0,11.48,0.014,0,14.06,1,0,0
146.08,4000.0,0,4885.92,4885.92,36.0,0,1.0,13.49,0,4000.0,135.73,4000.0,4000.0,13.49,0.681,0,13.41,0,0,0
8017.8550000000005,10000.0,0,10095.62,10095.62,2.0,0,0.0,5.79,0,10000.0,303.27,10000.0,10000.0,5.79,0.002,0,0.04,1,0,0
144.23,3000.0,1,3989.1,3989.104152,34.0,0,1.0,15.58,0,3000.0,72.29,3000.0,3000.0,15.58,0.264,0,7.83,1,0,0
1507.96,10025.0,0,10871.13,10871.1314,33.0,0,0.0,5.42,0,10025.0,302.36,10025.0,10025.0,5.42,0.247,0,19.13,0,0,0
1698.26,6800.0,0,9048.82,9048.818486,31.0,0,1.0,20.3,1,6800.0,253.76,6800.0,6800.0,20.3,0.98,0,24.21,0,0,0
1218.63,5000.0,0,5503.33,5503.326856,29.0,0,2.0,6.62,0,5000.0,153.52,5000.0,5000.0,6.62,0.207,0,15.8,1,1,0
1604.3,10000.0,0,10851.51,11057.56509,21.0,0,1.0,8.59,0,10000.0,316.11,10000.0,9819.635287,8.59,0.098,0,10.92,0,0,0
8017.8550000000005,16450.0,1,18277.04,18304.86348,8.0,0,1.0,17.58,0,16450.0,413.98,16450.0,16425.0,17.58,0.517,0,22.8,1,0,0
3042.93,5500.0,0,5887.26,5887.264987,18.0,0,0.0,6.03,0,5500.0,167.4,5500.0,5500.0,6.03,0.167,0,23.08,1,0,0
283.2,1452.66,0,2262.48,2262.48,8.0,0,1.0,16.49,1,8000.0,283.2,8000.0,8000.0,16.49,0.4,0,24.82,0,0,1
155.33,14000.0,0,15487.24,15711.69209,33.0,0,0.0,7.88,1,14000.0,437.94,14000.0,13800.0,7.88,0.076,0,16.38,1,0,0
371.75,10000.0,0,12649.36,12649.36,37.0,0,1.0,15.96,0,10000.0,351.38,10000.0,10000.0,15.96,0.772,0,13.09,1,0,0
12.08,20000.0,1,25299.44,25362.85059,33.0,0,1.0,12.69,0,20000.0,451.9,20000.0,19950.0,12.69,0.611,0,29.73,1,0,0
3500.58,4000.0,0,4101.69,4101.691733,6.0,0,2.0,5.42,0,4000.0,120.64,4000.0,4000.0,5.42,0.156,0,6.81,0,1,0
556.81,15000.0,0,16808.99,16837.05104,37.0,0,0.0,7.66,0,15000.0,467.7,15000.0,14975.0,7.66,0.105,0,1.95,0,0,0
342.49,5000.0,0,6062.21,6062.209047,36.0,0,2.0,12.99,0,5000.0,168.45,5000.0,5000.0,12.99,0.298,0,0.52,0,1,0
3441.52,6000.0,0,6751.93,6751.933348,18.0,0,2.0,10.59,0,6000.0,195.27,6000.0,6000.0,10.59,0.49,0,18.75,1,0,0
732.24,3600.0,0,4460.08,4460.07964,31.0,0,2.0,14.84,0,3600.0,124.52,3600.0,3600.0,14.84,0.686,0,16.17,0,0,0
8017.8550000000005,19000.0,1,25518.08,25518.08322,40.0,0,2.0,14.17,0,19000.0,443.78,19000.0,19000.0,14.17,0.029,0,18.26,1,0,0
388.15,12000.0,0,13155.99,13435.90021,36.0,0,0.0,7.49,0,12000.0,373.22,12000.0,11750.0,7.49,0.28,0,1.34,1,0,0
8017.8550000000005,10000.0,0,10899.62,10899.62134,10.0,0,1.0,13.23,0,10000.0,338.05,10000.0,10000.0,13.23,0.728,0,17.62,1,0,0
411.14,10800.0,0,13471.32,13471.3151,37.0,0,0.0,14.96,0,10800.0,374.19,10800.0,10800.0,14.96,0.549,0,8.89,1,0,0
8017.8550000000005,25000.0,1,30777.455,32150.9887785,34.0,0,2.0,15.96,0,25000.0,607.43,25000.0,25000.0,15.96,0.878,0,4.71,1,0,0
861.52,2400.0,0,2927.49,2927.49014,26.0,0,2.0,14.65,0,2400.0,82.79,2400.0,2400.0,14.65,0.537,0,2.71,0,0,0
2030.48,4500.0,0,4865.61,4865.613896,16.0,0,4.0,8.94,0,4500.0,142.98,4500.0,4500.0,8.94,0.044,0,7.53,0,0,0
